"ruleCode","severity","title","url","status"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://books.toscrape.com/catalogue/category/books/childrens_11/index.html","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://books.toscrape.com/catalogue/category/books/childrens_11/index.html","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://books.toscrape.com/catalogue/category/books/childrens_11/index.html","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://books.toscrape.com/catalogue/category/books/religion_12/index.html","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://books.toscrape.com/catalogue/category/books/religion_12/index.html","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://books.toscrape.com/catalogue/category/books/religion_12/index.html","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://books.toscrape.com/catalogue/category/books/science_22/index.html","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://books.toscrape.com/catalogue/category/books/science_22/index.html","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://books.toscrape.com/catalogue/category/books/science_22/index.html","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://books.toscrape.com","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://books.toscrape.com","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://books.toscrape.com/catalogue/category/books_1/index.html","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://books.toscrape.com/catalogue/category/books_1/index.html","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://books.toscrape.com/catalogue/category/books/travel_2/index.html","OPEN"
