"ruleCode","severity","title","url","status"
"TITLE_TOO_SHORT","WARNING","Title tag is too short","https://layaalankara.in","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/half-moon-necklace","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/half-moon-necklace","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/cart","OPEN"
"H1_MULTIPLE","INFO","Multiple H1 tags found","https://layaalankara.in/cart","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/pages/contact","OPEN"
"H1_MISSING","WARNING","H1 tag is missing","https://layaalankara.in/pages/contact","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/collections/all","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/double-layered-stone-set","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/double-layered-stone-set","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/full-gold-lakshmi-choker-set","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/full-gold-lakshmi-choker-set","OPEN"
"META_DESCRIPTION_TOO_SHORT","WARNING","Meta description is too short","https://layaalankara.in/products/rose-choker","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/rose-choker","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/raindrop-earcuff","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/raindrop-earcuff","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/kemp-with-coin-necklace","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/kemp-with-coin-necklace","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/parrot-halsi","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/parrot-halsi","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/flower-choker","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/flower-choker","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/lakshmi-necklace-set","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/lakshmi-necklace-set","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/elephant-hasli","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/elephant-hasli","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/reversal-2in1-chain","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/reversal-2in1-chain","OPEN"
"TITLE_TOO_LONG","WARNING","Title tag is too long","https://layaalankara.in/collections/frontpage","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/search","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/peacock-necklace","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/peacock-necklace","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/untitled-aug15_11-00-24","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/untitled-aug15_11-00-24","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/policies/privacy-policy","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/daily-wear-invisible-chain","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/droplets-earcuff","OPEN"
"META_DESCRIPTION_MISSING","WARNING","Meta description is missing","https://layaalankara.in/products/half-elephant-with-pearl-set","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://layaalankara.in/products/half-elephant-with-pearl-set","OPEN"
