"ruleCode","severity","title","url","status"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/profile","OPEN"
"TITLE_TOO_SHORT","WARNING","Title tag is too short","https://www.swekasluxe.in/about","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/about","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/about","OPEN"
"TITLE_TOO_LONG","WARNING","Title tag is too long","https://www.swekasluxe.in/results","OPEN"
"META_DESCRIPTION_TOO_LONG","WARNING","Meta description is too long","https://www.swekasluxe.in/results","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/results","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop","OPEN"
"TITLE_TOO_SHORT","WARNING","Title tag is too short","https://www.swekasluxe.in/contact","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/contact","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/ratanjot-glow-oil","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/ratanjot-glow-oil","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/ratanjot-glow-oil","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/ratanjot-glow-oil","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/lip-pigmentation-kit","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/manjishta-lip-balm","OPEN"
"TITLE_DUPLICATE","WARNING","Duplicate title tag","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"META_DESCRIPTION_DUPLICATE","WARNING","Duplicate meta description","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"IMAGE_MISSING_ALT","WARNING","Images missing alt attribute","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
"CANONICAL_MISSING","INFO","Canonical URL is missing","https://www.swekasluxe.in/shop/de-tan-scrub","OPEN"
